Date,Portfolio_Value
2015-11-30,4238.781326167039
2015-12-01,4304.847567986547
2015-12-02,4119.942660615796
2015-12-03,4139.116523172605
2015-12-04,4103.486919826543
2015-12-05,4257.948868012001
2015-12-06,4234.65584137697
2015-12-07,4263.339394300654
2015-12-08,4231.967663236128
2015-12-09,4414.572515015691
2015-12-10,4285.439767048067
2015-12-11,4243.0372997566255
2015-12-12,4275.047551805121
2015-12-13,4436.014848199047
2015-12-14,4345.185424718372
2015-12-15,4225.472449601041
2015-12-16,4287.570829465772
2015-12-17,4387.615682378667
2015-12-18,4463.619387646635
2015-12-19,4587.336158523995
2015-12-20,4520.739963180942
2015-12-21,4534.267190644273
2015-12-22,4441.358741050778
2015-12-23,4280.062712721052
2015-12-24,4148.005681804387
2015-12-25,4028.237056138417
2015-12-26,4191.600015040976
2015-12-27,4160.290594926335
2015-12-28,4153.703410910886
2015-12-29,4197.312187416875
2015-12-30,4422.396794757151
2015-12-31,4591.086379597402
2016-01-01,4569.650766512284
2016-01-02,4507.85697075358
2016-01-03,4535.204364128802
2016-01-04,4532.031500514224
2016-01-05,4584.612267986545
2016-01-06,4592.848458050553
2016-01-07,4707.548613001763
2016-01-08,4689.3214993285765
2016-01-09,4705.57815065049
2016-01-10,4721.995694338933
2016-01-11,4820.48843540594
2016-01-12,4756.865636550129
2016-01-13,4619.065320278057
2016-01-14,4703.719910290518
2016-01-15,4779.685162640269
2016-01-16,4840.048367984022
2016-01-17,4847.129027791977
2016-01-18,4856.763837662159
2016-01-19,4950.311414184619
2016-01-20,4973.734149527709
2016-01-21,4911.984290554337
2016-01-22,4773.554003793212
2016-01-23,4639.01747964763
2016-01-24,4815.480593209984
2016-01-25,4808.911653231596
2016-01-26,4732.800735542108
2016-01-27,4672.761929437193
2016-01-28,4869.294671313261
2016-01-29,4928.88588880072
2016-01-30,4779.356919745571
2016-01-31,4958.41183253368
2016-02-01,4901.557162871177
2016-02-02,4668.741664654273
2016-02-03,4661.794318244428
2016-02-04,4551.232202637784
2016-02-05,4565.452772889349
2016-02-06,4552.942215061567
2016-02-07,4570.055129278583
2016-02-08,4546.5717104154555
2016-02-09,4518.022363457753
2016-02-10,4509.553184877137
2016-02-11,4554.221361102265
2016-02-12,4664.445943701578
2016-02-13,4613.920015989882
2016-02-14,4674.49292551198
2016-02-15,4585.406819452431
2016-02-16,4524.917049662403
2016-02-17,4444.2718336136095
2016-02-18,4645.925583396587
2016-02-19,4711.246221456229
2016-02-20,4587.949047853515
2016-02-21,4495.003402388709
2016-02-22,4542.371749562834
2016-02-23,4566.246663108559
2016-02-24,4718.0598936396045
2016-02-25,4777.388461863887
2016-02-26,4917.546601057962
2016-02-27,4868.902938711217
2016-02-28,4927.813468994792
2016-02-29,4849.470006680654
2016-03-01,4750.847073496971
2016-03-02,4624.895506934221
2016-03-03,4598.516765096031
2016-03-04,4608.183717616572
2016-03-05,4665.122799986944
2016-03-06,4807.680059529057
2016-03-07,5105.188642780337
2016-03-08,4994.710147922259
2016-03-09,4857.961162894051
2016-03-10,4908.0860730668
2016-03-11,4988.978160256713
2016-03-12,4911.120721889184
2016-03-13,4856.369696478727
2016-03-14,4808.078875083721
2016-03-15,4769.71551276946
2016-03-16,4814.645578412623
2016-03-17,4779.734901138445
2016-03-18,5054.18346206653
2016-03-19,4991.073266408988
2016-03-20,5008.920187699853
2016-03-21,5050.327756470123
2016-03-22,4962.009463411399
2016-03-23,5100.734667144782
2016-03-24,5176.318429163148
2016-03-25,5298.370722018322
2016-03-26,5442.148241162104
2016-03-27,5578.489734016775
2016-03-28,5305.141737248746
2016-03-29,5164.1557105685015
2016-03-30,5105.140742471743
2016-03-31,5109.826520434237
2016-04-01,5185.552370929808
2016-04-02,5320.493620409457
2016-04-03,5240.802967771948
2016-04-04,5102.99290448668
2016-04-05,4962.6438938229085
2016-04-06,4852.572511792144
2016-04-07,4876.573818071126
2016-04-08,4878.549420245131
2016-04-09,4820.490710866262
2016-04-10,4795.818109865242
2016-04-11,4628.356629973956
2016-04-12,4597.134366767639
2016-04-13,4623.115830376341
2016-04-14,4518.634663070672
2016-04-15,4597.733207255064
2016-04-16,4495.621461681409
2016-04-17,4462.405048454642
2016-04-18,4380.098199704803
2016-04-19,4368.133877729814
2016-04-20,4334.694924541501
2016-04-21,4357.5613139717225
2016-04-22,4293.876313986222
2016-04-23,4290.774180151451
2016-04-24,4493.03203861208
2016-04-25,4531.173341133578
2016-04-26,4554.9345394343145
2016-04-27,4492.667140257694
2016-04-28,4506.932140964047
2016-04-29,4661.990354881198
2016-04-30,4733.987342574738
2016-05-01,4857.2898339330495
2016-05-02,4937.390139091214
2016-05-03,4923.712338408319
2016-05-04,4819.347563366635
2016-05-05,4739.470599332964
2016-05-06,4827.495096396408
2016-05-07,4897.3317415889605
2016-05-08,5021.489986809547
2016-05-09,4909.941718786577
2016-05-10,4914.212338890944
2016-05-11,4998.920680376843
2016-05-12,5067.975584189058
2016-05-13,5100.19319355081
2016-05-14,5038.604827625554
2016-05-15,4961.072100476982
2016-05-16,5006.585404352329
2016-05-17,4935.144511594817
2016-05-18,5043.8660830011295
2016-05-19,5007.85254111959
2016-05-20,4790.494264863023
2016-05-21,4799.7281753595
2016-05-22,4892.232674955237
2016-05-23,4785.692059700086
2016-05-24,4800.891252631929
2016-05-25,4746.704125373789
2016-05-26,4668.856129702101
2016-05-27,4673.314521613089
2016-05-28,4621.804455051349
2016-05-29,4721.645125761842
2016-05-30,4700.460398206008
2016-05-31,4700.907847215169
2016-06-01,4765.939696892275
2016-06-02,4758.540118895345
2016-06-03,4738.194368372661
2016-06-04,4788.6613694399375
2016-06-05,4852.600320166964
2016-06-06,5000.849356250801
2016-06-07,5097.244370188814
2016-06-08,5146.467525509941
2016-06-09,5190.356158438617
2016-06-10,5270.957574630485
2016-06-11,5284.1025041699595
2016-06-12,5320.300855870382
2016-06-13,5370.586944488622
2016-06-14,5426.664770824942
2016-06-15,5409.699132976332
2016-06-16,5482.375991923114
2016-06-17,5509.604448781246
2016-06-18,5638.004903635455
2016-06-19,5644.205450568699
2016-06-20,5577.899112123977
