Date,Ticker,Price,PnL,Position_Size,Entry_Date,Entry_Price,Direction,Position_UUID
2025-04-18,LYV,132.2024974822998,0.8924999237060547,1.0,2025-04-14,131.30999755859375,Long,LYV_SMA_18_29_2025-04-14
2025-04-18,NFLX,948.6353604764716,15.935348269440397,1.0,2025-04-14,932.7000122070312,Long,NFLX_EMA_19_46_2025-04-14
2025-04-18,UHS,161.43316007915297,-23.37683747944078,1.0,2025-04-02,184.80999755859375,Long,UHS_SMA_16_25_2025-04-02
2025-04-18,VTR,67.669156517781,-1.340845618449464,1.0,2025-04-01,69.01000213623047,Long,VTR_SMA_79_81_2025-04-01
2025-04-21,CRWD,362.69000244140625,-24.264984130859375,1.0,2025-04-14,386.9549865722656,Long,CRWD_EMA_5_21_2025-04-14
2025-04-21,LIN,442.4389343261719,-19.561065673828125,1.0,2025-04-01,462.0,Long,LIN_SMA_68_86_2025-04-01
2025-04-21,LYV,123.4800033569336,-7.829994201660156,1.0,2025-04-14,131.30999755859375,Long,LYV_SMA_18_29_2025-04-14
2025-04-21,NFLX,987.9099731445312,55.2099609375,1.0,2025-04-14,932.7000122070312,Long,NFLX_EMA_19_46_2025-04-14
2025-04-21,UHS,156.88499450683594,-27.925003051757812,1.0,2025-04-02,184.80999755859375,Long,UHS_SMA_16_25_2025-04-02
2025-04-21,VTR,66.29999542236328,-2.7100067138671875,1.0,2025-04-01,69.01000213623047,Long,VTR_SMA_79_81_2025-04-01
2025-04-22,CRWD,368.4500122070313,-18.50497436523432,1.0,2025-04-14,386.9549865722656,Long,CRWD_EMA_5_21_2025-04-14
2025-04-22,LIN,453.1647033691406,-8.835296630859375,1.0,2025-04-01,462.0,Long,LIN_SMA_68_86_2025-04-01
2025-04-22,LYV,128.5,-2.80999755859375,1.0,2025-04-14,131.30999755859375,Long,LYV_SMA_18_29_2025-04-14
2025-04-22,NFLX,1040.3399658203125,107.63995361328124,1.0,2025-04-14,932.7000122070312,Long,NFLX_EMA_19_46_2025-04-14
2025-04-22,VTR,67.76870727539062,-1.2412948608398438,1.0,2025-04-01,69.01000213623047,Long,VTR_SMA_79_81_2025-04-01
2025-04-23,CRWD,385.75,-1.204986572265625,1.0,2025-04-14,386.9549865722656,Long,CRWD_EMA_5_21_2025-04-14
2025-04-23,LIN,446.7850341796875,-15.2149658203125,1.0,2025-04-01,462.0,Long,LIN_SMA_68_86_2025-04-01
2025-04-23,LYV,131.27999877929688,-0.029998779296875,1.0,2025-04-14,131.30999755859375,Long,LYV_SMA_18_29_2025-04-14
2025-04-23,NFLX,1049.5899658203125,116.88995361328124,1.0,2025-04-14,932.7000122070312,Long,NFLX_EMA_19_46_2025-04-14
2025-04-23,VTR,68.11602783203125,-0.8939743041992188,1.0,2025-04-01,69.01000213623047,Long,VTR_SMA_79_81_2025-04-01
2025-04-24,CRWD,414.0499877929687,27.095001220703068,1.0,2025-04-14,386.9549865722656,Long,CRWD_EMA_5_21_2025-04-14
2025-04-24,LIN,448.1008605957031,-13.899139404296877,1.0,2025-04-01,462.0,Long,LIN_SMA_68_86_2025-04-01
2025-04-24,LYV,132.72000122070312,1.410003662109375,1.0,2025-04-14,131.30999755859375,Long,LYV_SMA_18_29_2025-04-14
2025-04-24,NFLX,1096.8699951171875,164.16998291015625,1.0,2025-04-14,932.7000122070312,Long,NFLX_EMA_19_46_2025-04-14
2025-04-24,VTR,67.8877944946289,-1.1222076416015625,1.0,2025-04-01,69.01000213623047,Long,VTR_SMA_79_81_2025-04-01
2025-04-25,CRWD,424.8800048828125,37.925018310546875,1.0,2025-04-14,386.9549865722656,Long,CRWD_EMA_5_21_2025-04-14
2025-04-25,LIN,446.9744567871094,-15.025543212890623,1.0,2025-04-01,462.0,Long,LIN_SMA_68_86_2025-04-01
2025-04-25,LYV,132.75999450683594,1.4499969482421875,1.0,2025-04-14,131.30999755859375,Long,LYV_SMA_18_29_2025-04-14
2025-04-25,NFLX,1101.530029296875,168.83001708984375,1.0,2025-04-14,932.7000122070312,Long,NFLX_EMA_19_46_2025-04-14
2025-04-25,VTR,67.63970184326172,-1.37030029296875,1.0,2025-04-01,69.01000213623047,Long,VTR_SMA_79_81_2025-04-01
2025-04-28,CRWD,423.0799865722656,36.125,1.0,2025-04-14,386.9549865722656,Long,CRWD_EMA_5_21_2025-04-14
2025-04-28,LIN,446.5757141113281,-15.424285888671877,1.0,2025-04-01,462.0,Long,LIN_SMA_68_86_2025-04-01
2025-04-28,LYV,133.27000427246094,1.9600067138671875,1.0,2025-04-14,131.30999755859375,Long,LYV_SMA_18_29_2025-04-14
2025-04-28,NFLX,1110.3800048828125,177.67999267578125,1.0,2025-04-14,932.7000122070312,Long,NFLX_EMA_19_46_2025-04-14
2025-04-28,VTR,67.97710418701172,-1.03289794921875,1.0,2025-04-01,69.01000213623047,Long,VTR_SMA_79_81_2025-04-01
2025-04-29,CRWD,430.989990234375,44.035003662109375,1.0,2025-04-14,386.9549865722656,Long,CRWD_EMA_5_21_2025-04-14
2025-04-29,LIN,449.1474914550781,-12.852508544921877,1.0,2025-04-01,462.0,Long,LIN_SMA_68_86_2025-04-01
2025-04-29,LYV,132.3000030517578,0.9900054931640624,1.0,2025-04-14,131.30999755859375,Long,LYV_SMA_18_29_2025-04-14
2025-04-29,MCO,446.1377868652344,7.615287454561326,1.0,2025-04-29,438.52249941067305,Long,MCO_SMA_71_82_2025-04-29
2025-04-29,NFLX,1125.6400146484375,192.94000244140625,1.0,2025-04-14,932.7000122070312,Long,NFLX_EMA_19_46_2025-04-14
2025-04-29,VTR,68.61221313476562,-0.3977890014648437,1.0,2025-04-01,69.01000213623047,Long,VTR_SMA_79_81_2025-04-01
2025-04-30,COST,991.8318481445312,1.83184814453125,1.0,2025-04-30,990.0,Long,COST_EMA_29_68_2025-04-30
2025-04-30,CRWD,428.8699951171875,41.915008544921875,1.0,2025-04-14,386.9549865722656,Long,CRWD_EMA_5_21_2025-04-14
2025-04-30,INTU,626.6220092773438,12.531982421875,1.0,2025-04-30,614.0900268554688,Long,INTU_SMA_54_64_2025-04-30
2025-04-30,LIN,451.7890930175781,-10.210906982421877,1.0,2025-04-01,462.0,Long,LIN_SMA_68_86_2025-04-01
2025-04-30,LYV,132.4499969482422,1.1399993896484375,1.0,2025-04-14,131.30999755859375,Long,LYV_SMA_18_29_2025-04-14
2025-04-30,MCO,452.2460021972656,13.723502786592576,1.0,2025-04-29,438.52249941067305,Long,MCO_SMA_71_82_2025-04-29
2025-04-30,NFLX,1131.719970703125,199.01995849609375,1.0,2025-04-14,932.7000122070312,Long,NFLX_EMA_19_46_2025-04-14
2025-04-30,VTR,69.5450439453125,0.5350418090820312,1.0,2025-04-01,69.01000213623047,Long,VTR_SMA_79_81_2025-04-01
2025-05-01,COST,996.3596801757812,6.35968017578125,1.0,2025-04-30,990.0,Long,COST_EMA_29_68_2025-04-30
2025-05-01,CRWD,431.8800048828125,44.925018310546875,1.0,2025-04-14,386.9549865722656,Long,CRWD_EMA_5_21_2025-04-14
2025-05-01,INTU,622.3478393554688,8.2578125,1.0,2025-04-30,614.0900268554688,Long,INTU_SMA_54_64_2025-04-30
2025-05-01,LIN,446.62554931640625,-15.37445068359375,1.0,2025-04-01,462.0,Long,LIN_SMA_68_86_2025-04-01
2025-05-01,LYV,131.33999633789062,0.029998779296875,1.0,2025-04-14,131.30999755859375,Long,LYV_SMA_18_29_2025-04-14
2025-05-01,MCO,450.9884033203125,12.46590390963945,1.0,2025-04-29,438.52249941067305,Long,MCO_SMA_71_82_2025-04-29
2025-05-01,NFLX,1133.469970703125,200.76995849609375,1.0,2025-04-14,932.7000122070312,Long,NFLX_EMA_19_46_2025-04-14
2025-05-01,TSLA,280.5199890136719,0.509979248046875,1.0,2025-05-01,280.010009765625,Long,TSLA_SMA_15_23_2025-05-01
2025-05-01,VTR,65.0396957397461,-3.970306396484375,1.0,2025-04-01,69.01000213623047,Long,VTR_SMA_79_81_2025-04-01
2025-05-02,COST,1006.905029296875,16.905029296875,1.0,2025-04-30,990.0,Long,COST_EMA_29_68_2025-04-30
2025-05-02,CRWD,440.5799865722656,53.625,1.0,2025-04-14,386.9549865722656,Long,CRWD_EMA_5_21_2025-04-14
2025-05-02,INTU,630.8263549804688,16.736328125,1.0,2025-04-30,614.0900268554688,Long,INTU_SMA_54_64_2025-04-30
2025-05-02,ISRG,529.4199829101562,2.67999267578125,1.0,2025-05-02,526.739990234375,Long,ISRG_SMA_83_85_2025-05-02
2025-05-02,LIN,453.5036315917969,-8.496368408203125,1.0,2025-04-01,462.0,Long,LIN_SMA_68_86_2025-04-01
2025-05-02,LYV,133.77000427246094,2.4600067138671875,1.0,2025-04-14,131.30999755859375,Long,LYV_SMA_18_29_2025-04-14
2025-05-02,NFLX,1156.489990234375,223.78997802734375,1.0,2025-04-14,932.7000122070312,Long,NFLX_EMA_19_46_2025-04-14
2025-05-02,NVDA,114.49205017089844,2.882050170898438,1.0,2025-05-02,111.61,Long,NVDA_SMA_36_40_2025-05-02
2025-05-02,TSLA,287.2099914550781,7.199981689453125,1.0,2025-05-01,280.010009765625,Long,TSLA_SMA_15_23_2025-05-01
2025-05-02,VTR,66.05191040039062,-2.958091735839844,1.0,2025-04-01,69.01000213623047,Long,VTR_SMA_79_81_2025-04-01
2025-05-05,COST,1013.4859008789062,23.48590087890625,1.0,2025-04-30,990.0,Long,COST_EMA_29_68_2025-04-30
2025-05-05,CRWD,443.4700012207031,56.5150146484375,1.0,2025-04-14,386.9549865722656,Long,CRWD_EMA_5_21_2025-04-14
2025-05-05,EQT,53.361793518066406,1.5653587223855183,1.0,2025-05-05,51.79643479568089,Long,EQT_SMA_42_54_2025-05-05
2025-05-05,GOOGL,164.01145935058594,1.0114593505859375,1.0,2025-05-05,163.0,Long,GOOGL_SMA_9_39_2025-05-05
2025-05-05,INTU,631.32568359375,17.23565673828125,1.0,2025-04-30,614.0900268554688,Long,INTU_SMA_54_64_2025-04-30
2025-05-05,ISRG,531.8200073242188,5.08001708984375,1.0,2025-05-02,526.739990234375,Long,ISRG_SMA_83_85_2025-05-02
2025-05-05,LIN,451.0514526367187,-10.948547363281309,1.0,2025-04-01,462.0,Long,LIN_SMA_68_86_2025-04-01
2025-05-05,LYV,136.1199951171875,4.80999755859375,1.0,2025-04-14,131.30999755859375,Long,LYV_SMA_18_29_2025-04-14
2025-05-05,NFLX,1134.06005859375,201.36004638671875,1.0,2025-04-14,932.7000122070312,Long,NFLX_EMA_19_46_2025-04-14
2025-05-05,NVDA,113.81209564208984,2.2020956420898443,1.0,2025-05-02,111.61,Long,NVDA_SMA_36_40_2025-05-02
2025-05-05,TSLA,280.260009765625,0.25,1.0,2025-05-01,280.010009765625,Long,TSLA_SMA_15_23_2025-05-01
2025-05-05,VTR,66.11145782470703,-2.8985443115234375,1.0,2025-04-01,69.01000213623047,Long,VTR_SMA_79_81_2025-04-01
2025-05-06,COST,1009.1019897460938,19.10198974609375,1.0,2025-04-30,990.0,Long,COST_EMA_29_68_2025-04-30
2025-05-06,CRWD,443.2099914550781,56.2550048828125,1.0,2025-04-14,386.9549865722656,Long,CRWD_EMA_5_21_2025-04-14
2025-05-06,EQT,53.29199981689453,1.495565021213643,1.0,2025-05-05,51.79643479568089,Long,EQT_SMA_42_54_2025-05-05
2025-05-06,GOOGL,163.03262329101562,0.032623291015625,1.0,2025-05-05,163.0,Long,GOOGL_SMA_9_39_2025-05-05
2025-05-06,INTU,625.7033081054688,11.61328125,1.0,2025-04-30,614.0900268554688,Long,INTU_SMA_54_64_2025-04-30
2025-05-06,ISRG,530.4600219726562,3.72003173828125,1.0,2025-05-02,526.739990234375,Long,ISRG_SMA_83_85_2025-05-02
2025-05-06,LIN,445.6287231445313,-16.371276855468693,1.0,2025-04-01,462.0,Long,LIN_SMA_68_86_2025-04-01
2025-05-06,LYV,134.14999389648438,2.839996337890625,1.0,2025-04-14,131.30999755859375,Long,LYV_SMA_18_29_2025-04-14
2025-05-06,NFLX,1137.68994140625,204.98992919921875,1.0,2025-04-14,932.7000122070312,Long,NFLX_EMA_19_46_2025-04-14
2025-05-06,NVDA,113.53211975097656,1.922119750976563,1.0,2025-05-02,111.61,Long,NVDA_SMA_36_40_2025-05-02
2025-05-06,TSLA,275.3500061035156,-4.660003662109375,1.0,2025-05-01,280.010009765625,Long,TSLA_SMA_15_23_2025-05-01
2025-05-06,VTR,65.32748413085938,-3.6825180053710938,1.0,2025-04-01,69.01000213623047,Long,VTR_SMA_79_81_2025-04-01
2025-05-07,COST,1005.7566528320312,15.75665283203125,1.0,2025-04-30,990.0,Long,COST_EMA_29_68_2025-04-30
2025-05-07,CRWD,422.5199890136719,35.56500244140625,1.0,2025-04-14,386.9549865722656,Long,CRWD_EMA_5_21_2025-04-14
2025-05-07,EQT,53.959999084472656,2.1635642887917683,1.0,2025-05-05,51.79643479568089,Long,EQT_SMA_42_54_2025-05-05
2025-05-07,GOOGL,151.19696044921875,-11.80303955078125,1.0,2025-05-05,163.0,Long,GOOGL_SMA_9_39_2025-05-05
2025-05-07,HSY,167.25831604003906,-2.761688232421875,1.0,2025-05-07,170.02000427246094,Long,HSY_SMA_78_85_2025-05-07
2025-05-07,INTU,640.2736206054688,26.18359375,1.0,2025-04-30,614.0900268554688,Long,INTU_SMA_54_64_2025-04-30
2025-05-07,ISRG,536.1500244140625,9.4100341796875,1.0,2025-05-02,526.739990234375,Long,ISRG_SMA_83_85_2025-05-02
2025-05-07,LIN,448.2304382324219,-13.769561767578123,1.0,2025-04-01,462.0,Long,LIN_SMA_68_86_2025-04-01
2025-05-07,LYV,134.1300048828125,2.82000732421875,1.0,2025-04-14,131.30999755859375,Long,LYV_SMA_18_29_2025-04-14
2025-05-07,NFLX,1155.4100341796875,222.71002197265625,1.0,2025-04-14,932.7000122070312,Long,NFLX_EMA_19_46_2025-04-14
2025-05-07,NVDA,117.05187225341795,5.441872253417955,1.0,2025-05-02,111.61,Long,NVDA_SMA_36_40_2025-05-02
2025-05-07,TSLA,276.2200012207031,-3.790008544921875,1.0,2025-05-01,280.010009765625,Long,TSLA_SMA_15_23_2025-05-01
2025-05-07,VTR,65.5656509399414,-3.4443511962890625,1.0,2025-04-01,69.01000213623047,Long,VTR_SMA_79_81_2025-04-01
2025-05-08,AMD,101.6999969482422,-0.220001220703125,1.0,2025-05-08,101.91999816894533,Long,AMD_SMA_7_45_2025-05-08
2025-05-08,COST,1006.3158569335938,16.31585693359375,1.0,2025-04-30,990.0,Long,COST_EMA_29_68_2025-04-30
2025-05-08,CRWD,428.6300048828125,41.675018310546875,1.0,2025-04-14,386.9549865722656,Long,CRWD_EMA_5_21_2025-04-14
2025-05-08,EQT,53.400001525878906,1.6035667301980183,1.0,2025-05-05,51.79643479568089,Long,EQT_SMA_42_54_2025-05-05
2025-05-08,GOOGL,154.0934600830078,-8.906539916992188,1.0,2025-05-05,163.0,Long,GOOGL_SMA_9_39_2025-05-05
2025-05-08,HSY,168.69618225097656,-1.323822021484375,1.0,2025-05-07,170.02000427246094,Long,HSY_SMA_78_85_2025-05-07
2025-05-08,INTU,655.1934204101562,41.1033935546875,1.0,2025-04-30,614.0900268554688,Long,INTU_SMA_54_64_2025-04-30
2025-05-08,LIN,451.7890930175781,-10.210906982421877,1.0,2025-04-01,462.0,Long,LIN_SMA_68_86_2025-04-01
2025-05-08,LYV,134.69000244140625,3.3800048828125,1.0,2025-04-14,131.30999755859375,Long,LYV_SMA_18_29_2025-04-14
2025-05-08,NFLX,1144.4300537109375,211.73004150390625,1.0,2025-04-14,932.7000122070312,Long,NFLX_EMA_19_46_2025-04-14
2025-05-08,NVDA,117.36185455322266,5.751854553222657,1.0,2025-05-02,111.61,Long,NVDA_SMA_36_40_2025-05-02
2025-05-08,TSLA,284.82000732421875,4.80999755859375,1.0,2025-05-01,280.010009765625,Long,TSLA_SMA_15_23_2025-05-01
2025-05-08,VTR,65.07939147949219,-3.9306106567382817,1.0,2025-04-01,69.01000213623047,Long,VTR_SMA_79_81_2025-04-01
2025-05-09,AMD,102.83999633789062,0.9199981689452984,1.0,2025-05-08,101.91999816894533,Long,AMD_SMA_7_45_2025-05-08
2025-05-09,AMZN,193.05999755859375,-0.32000732421875,1.0,2025-05-09,193.3800048828125,Long,AMZN_SMA_10_27_2025-05-09
2025-05-09,COST,1006.6953735351562,16.69537353515625,1.0,2025-04-30,990.0,Long,COST_EMA_29_68_2025-04-30
2025-05-09,CRWD,410.5700073242187,23.615020751953068,1.0,2025-04-14,386.9549865722656,Long,CRWD_EMA_5_21_2025-04-14
2025-05-09,EQT,55.619998931884766,3.8235641362038777,1.0,2025-05-05,51.79643479568089,Long,EQT_SMA_42_54_2025-05-05
2025-05-09,FFIV,270.07000732421875,-3.91998291015625,1.0,2025-05-09,273.989990234375,Long,FFIV_SMA_14_45_2025-05-09
2025-05-09,HSY,169.4696502685547,-0.55035400390625,1.0,2025-05-07,170.02000427246094,Long,HSY_SMA_78_85_2025-05-07
2025-05-09,INTU,652.9963989257812,38.9063720703125,1.0,2025-04-30,614.0900268554688,Long,INTU_SMA_54_64_2025-04-30
2025-05-09,LIN,451.2209167480469,-10.779083251953123,1.0,2025-04-01,462.0,Long,LIN_SMA_68_86_2025-04-01
2025-05-09,LYV,136.52000427246094,5.2100067138671875,1.0,2025-04-14,131.30999755859375,Long,LYV_SMA_18_29_2025-04-14
2025-05-09,NFLX,1140.219970703125,207.51995849609375,1.0,2025-04-14,932.7000122070312,Long,NFLX_EMA_19_46_2025-04-14
2025-05-09,NVDA,116.64189910888672,5.031899108886719,1.0,2025-05-02,111.61,Long,NVDA_SMA_36_40_2025-05-02
2025-05-09,TSLA,298.260009765625,18.25,1.0,2025-05-01,280.010009765625,Long,TSLA_SMA_15_23_2025-05-01
2025-05-09,VTR,65.50611114501953,-3.5038909912109375,1.0,2025-04-01,69.01000213623047,Long,VTR_SMA_79_81_2025-04-01
2025-05-12,AMD,108.12000274658205,6.200004577636719,1.0,2025-05-08,101.91999816894533,Long,AMD_SMA_7_45_2025-05-08
2025-05-12,AMZN,208.63999938964844,15.259994506835938,1.0,2025-05-09,193.3800048828125,Long,AMZN_SMA_10_27_2025-05-09
2025-05-12,COST,1014.7442016601562,24.74420166015625,1.0,2025-04-30,990.0,Long,COST_EMA_29_68_2025-04-30
2025-05-12,CRWD,429.44000244140625,42.485015869140625,1.0,2025-04-14,386.9549865722656,Long,CRWD_EMA_5_21_2025-04-14
2025-05-12,EQT,54.4900016784668,2.693566882785909,1.0,2025-05-05,51.79643479568089,Long,EQT_SMA_42_54_2025-05-05
2025-05-12,FFIV,280.3500061035156,6.360015869140625,1.0,2025-05-09,273.989990234375,Long,FFIV_SMA_14_45_2025-05-09
2025-05-12,HSY,166.1774444580078,-3.842559814453125,1.0,2025-05-07,170.02000427246094,Long,HSY_SMA_78_85_2025-05-07
2025-05-12,INTU,661.4049682617188,47.31494140625,1.0,2025-04-30,614.0900268554688,Long,INTU_SMA_54_64_2025-04-30
